filename,length,chroma_stft_mean,chroma_stft_var,mfcc20_var,label
0.00051.wav,661794,39,9,57965,0
0.00052.wav,661794,34,1,82385,0
0.00053.wav,661794,41,9,56868,0
0.00054.wav,661794,45,8,3841,0
0.00055.wav,661794,43,9,40283,0
0.00056.wav,661794,39,9,53235,0
0.00057.wav,661794,42,9,502,0
0.00058.wav,661794,36,9,60712,0
0.00059.wav,661794,41,8,39809,0
0.00060.wav,661794,43,8,50205,0
0.00061.wav,661794,45,8,35916,0
0.00062.wav,661794,31,9,109777,0
0.00063.wav,661794,33,9,7683,0
0.00064.wav,661794,33,8,40884,0
0.00065.wav,661794,29,9,101173,0
0.00066.wav,661794,37,9,76367,0
0.00067.wav,661794,34,9,6042,0
0.00068.wav,661794,29,8,81669,0
0.00069.wav,661794,29,9,77254,0
0.00070.wav,661794,32,9,71512,0
0.00071.wav,661794,31,8,40276,0
0.00072.wav,661794,31,8,44193,0
0.00073.wav,661794,34,8,69965,0
0.00074.wav,661794,37,9,69035,0
0.00075.wav,661794,47,8,44515,0
0.00076.wav,661794,37,9,65216,0
0.00077.wav,661794,41,8,44737,0
0.00078.wav,661794,41,8,35261,0
0.00079.wav,661794,42,8,59907,0
0.00080.wav,661794,37,9,49169,0
0.00081.wav,661794,38,8,39107,0
0.00082.wav,661794,34,9,61888,0
0.00083.wav,661794,43,8,60414,0
0.00084.wav,661794,4,9,61151,0
0.00085.wav,661794,32,9,73433,0
0.00086.wav,661794,37,1,45727,0
0.00087.wav,661794,34,9,8395,0
0.00088.wav,661794,38,9,60795,0
0.00089.wav,661794,35,1,42312,0
0.00090.wav,661794,38,1,64341,0
0.00091.wav,661794,42,9,40245,0
0.00092.wav,661794,39,1,32518,0
0.00093.wav,661794,38,1,61443,0
0.00094.wav,661794,38,1,56816,0
0.00095.wav,661794,37,9,67523,0
0.00096.wav,661794,26,9,138089,0
0.00097.wav,661794,38,9,55426,0
0.00098.wav,661794,44,8,44577,0
0.00099.wav,661794,37,9,92524,0
1.00000.wav,661794,25,8,120866,1
1.00001.wav,661794,21,9,123707,1
1.00002.wav,661794,28,8,53,1
1.00003.wav,661794,23,8,210366,1
1.00004.wav,661794,22,8,217122,1
1.00005.wav,661794,27,8,89707,1
1.00006.wav,661794,26,9,102572,1
1.00007.wav,661794,28,9,9122,1
1.00008.wav,661794,25,8,104192,1
1.00009.wav,661794,27,8,88053,1
1.00010.wav,661794,24,9,99586,1
1.00011.wav,661794,24,8,69598,1
1.00012.wav,661794,24,9,1275,1
1.00013.wav,661794,23,8,156106,1
1.00014.wav,661794,23,8,123668,1
1.00015.wav,661794,22,8,268554,1
1.00016.wav,661794,22,8,111456,1
1.00017.wav,661794,26,9,138786,1
1.00018.wav,661794,24,8,163586,1
1.00019.wav,661794,28,9,123065,1
1.00020.wav,661794,27,8,92708,1
1.00021.wav,661794,27,8,117645,1
1.00022.wav,661794,28,9,117024,1
1.00023.wav,661794,27,9,113283,1
1.00024.wav,661794,25,8,101938,1
1.00025.wav,661794,3,8,69618,1
1.00026.wav,661794,25,8,158033,1
1.00027.wav,661794,24,8,98877,1
1.00028.wav,661794,26,8,83745,1
1.00029.wav,661794,25,8,183188,1
1.00030.wav,661794,28,9,7321,1
1.00031.wav,661794,3,9,88609,1
1.00032.wav,661794,28,9,47985,1
1.00033.wav,661794,3,9,84852,1
1.00034.wav,661794,27,9,252887,1
1.00035.wav,661794,32,9,64337,1
1.00036.wav,661794,24,9,84984,1
1.00037.wav,661794,28,9,106105,1
1.00038.wav,661794,29,9,97687,1
1.00039.wav,661794,27,1,172729,1
1.00040.wav,661794,25,9,254669,1
1.00041.wav,661794,27,8,100275,1
1.00042.wav,669680,26,8,10392,1
1.00043.wav,661676,19,8,77708,1
1.00044.wav,661794,25,9,226437,1
1.00045.wav,665280,24,8,102748,1
1.00046.wav,661760,35,8,5993,1
1.00047.wav,661794,26,8,162262,1
1.00048.wav,663520,3,8,84388,1
1.00049.wav,661408,31,8,52587,1
1.00050.wav,661794,29,8,4202,1
1.00051.wav,661344,38,9,60938,1
1.00052.wav,661794,39,9,64107,1
1.00053.wav,670120,3,8,26494,1
1.00054.wav,672282,32,9,65665,1
1.00055.wav,661794,19,8,278705,1
1.00056.wav,663080,31,8,47421,1
1.00057.wav,661794,25,9,152031,1
1.00058.wav,661794,27,9,137286,1
1.00059.wav,661794,28,8,108393,1
1.00060.wav,661794,31,8,62342,1
1.00061.wav,661794,28,8,87543,1
1.00062.wav,661794,32,9,47634,1
1.00063.wav,661794,23,9,36406,1
1.00064.wav,661794,2,8,49435,1
1.00065.wav,661794,21,9,134782,1
1.00066.wav,661794,19,8,88929,1
1.00067.wav,661794,27,9,65374,1
1.00068.wav,661794,26,9,10999,1
1.00069.wav,661794,24,9,104321,1
1.00070.wav,661794,24,9,98652,1
1.00071.wav,661794,21,8,165092,1
1.00072.wav,661794,28,9,10171,1
1.00073.wav,661794,22,8,153144,1
1.00074.wav,661794,24,8,107179,1
1.00075.wav,661794,22,9,129364,1
1.00076.wav,661794,26,8,83415,1
1.00077.wav,661794,22,8,83358,1
1.00078.wav,661794,23,8,58513,1
1.00079.wav,661794,22,9,102873,1
1.00080.wav,661794,44,9,23679,1
1.00081.wav,661794,27,8,102781,1
1.00082.wav,661794,28,8,93589,1
1.00083.wav,661794,24,8,61906,1
1.00084.wav,661794,25,8,51861,1
1.00085.wav,661794,31,8,79227,1
1.00086.wav,661794,31,8,50342,1
1.00087.wav,661794,27,8,77522,1
1.00088.wav,661794,29,8,47616,1
1.00089.wav,661794,22,9,239485,1
1.00090.wav,661794,22,8,210667,1
1.00091.wav,661794,23,9,188135,1
1.00092.wav,661794,18,9,457233,1
1.00093.wav,661794,23,9,168463,1
1.00094.wav,661794,37,9,84604,1
1.00095.wav,661794,23,9,160097,1
1.00096.wav,661794,29,8,108164,1
1.00097.wav,661794,22,8,104361,1
1.00098.wav,661794,29,9,123965,1
1.00099.wav,661794,33,8,108066,1
2.00000.wav,663300,38,8,73611,2
2.00001.wav,661760,41,8,48062,2
2.00002.wav,669680,3,1,61188,2
2.00003.wav,661408,38,8,51753,2
2.00004.wav,661408,38,8,44118,2
2.00005.wav,666820,42,8,68805,2
2.00006.wav,668800,42,8,4073,2
2.00007.wav,661100,42,8,62474,2
2.00008.wav,663740,36,8,73482,2
2.00009.wav,663300,43,7,3571,2
2.00010.wav,661794,29,9,4713,2
2.00011.wav,661794,3,9,160443,2
2.00012.wav,661794,3,9,40773,2
2.00013.wav,661794,37,9,92133,2
2.00014.wav,661794,36,9,78125,2
2.00015.wav,661794,38,8,40309,2
2.00016.wav,661794,32,9,34171,2
2.00017.wav,661794,36,8,43716,2
2.00018.wav,661794,37,8,42894,2
2.00019.wav,661794,32,9,64807,2
2.00020.wav,661794,37,9,56089,2
2.00021.wav,661794,29,9,64343,2
2.00022.wav,661794,32,9,44519,2
2.00023.wav,661794,31,1,60428,2
2.00024.wav,661794,27,9,55395,2
2.00025.wav,661794,35,9,68123,2
2.00026.wav,661794,33,8,54208,2
2.00027.wav,661794,39,8,42393,2
2.00028.wav,661794,32,9,38267,2
2.00029.wav,661794,31,9,34361,2
2.00030.wav,661794,22,9,85499,2
2.00031.wav,661794,31,8,61265,2
2.00032.wav,661794,33,9,54107,2
2.00033.wav,661794,32,9,79281,2
2.00034.wav,661794,36,9,112763,2
2.00035.wav,661794,38,8,33392,2
2.00036.wav,661794,34,9,109831,2
2.00037.wav,661794,37,8,3918,2
2.00038.wav,661794,37,9,64176,2
2.00039.wav,661794,44,8,69626,2
2.00040.wav,661794,37,9,89503,2
2.00041.wav,661794,4,8,29805,2
2.00042.wav,661794,39,9,36965,2
2.00043.wav,661794,4,8,37019,2
2.00044.wav,661794,36,9,72007,2
2.00045.wav,661794,35,9,53528,2
2.00046.wav,661794,37,9,49415,2
2.00047.wav,661794,31,8,69513,2
2.00048.wav,661794,31,9,45083,2
2.00049.wav,661794,32,9,37859,2
2.00050.wav,661794,35,9,57965,2
2.00051.wav,661794,27,1,79859,2
2.00052.wav,661794,33,9,65335,2
2.00053.wav,661794,37,8,59122,2
2.00054.wav,661794,31,9,81061,2
2.00055.wav,661794,36,8,49026,2
2.00056.wav,661794,32,8,50538,2
2.00057.wav,661794,32,9,69452,2
2.00058.wav,661794,35,9,44611,2
2.00059.wav,661794,28,9,126027,2
2.00060.wav,661794,34,9,67001,2
2.00061.wav,661794,31,9,73059,2
2.00062.wav,661794,39,9,66647,2
2.00063.wav,661794,33,1,215641,2
2.00064.wav,661794,26,9,13178,2
2.00065.wav,661794,28,1,42235,2
2.00066.wav,661794,32,8,39091,2
2.00067.wav,661794,32,9,45934,2
2.00068.wav,661794,35,9,4483,2
2.00069.wav,661794,35,9,8085,2
2.00070.wav,661794,37,9,43544,2
2.00071.wav,661794,29,9,48685,2
2.00072.wav,661794,34,8,40443,2
2.00073.wav,661794,37,8,41765,2
2.00074.wav,661794,36,9,53836,2
2.00075.wav,661794,37,8,63475,2
2.00076.wav,661794,3,9,81265,2
2.00077.wav,661794,34,8,46817,2
2.00078.wav,661794,38,9,54991,2
2.00079.wav,661794,31,9,86477,2
2.00080.wav,661794,39,8,41688,2
2.00081.wav,661794,38,8,33898,2
2.00082.wav,661794,39,8,29563,2
2.00083.wav,661794,32,8,54316,2
2.00084.wav,661794,32,8,42789,2
2.00085.wav,661794,34,9,77737,2
2.00086.wav,661794,37,9,69951,2
2.00087.wav,661794,33,9,68708,2
2.00088.wav,661794,35,8,49769,2
2.00089.wav,661794,32,9,84838,2
2.00090.wav,661794,37,8,41055,2
2.00091.wav,661794,35,9,68497,2
2.00092.wav,661794,37,8,30333,2
2.00093.wav,661794,25,9,69477,2
2.00094.wav,661794,37,8,64699,2
2.00095.wav,661794,33,9,43415,2
2.00096.wav,661794,33,9,52566,2
2.00097.wav,661794,35,9,6281,2
2.00098.wav,661794,27,9,63633,2
2.00099.wav,661794,38,8,48502,2
3.00000.wav,664180,45,9,30865,3
3.00001.wav,666160,41,9,82245,3
3.00002.wav,661794,41,8,5183,3
3.00003.wav,668140,5,8,53525,3
3.00004.wav,661794,38,9,47767,3
3.00005.wav,667920,45,8,90533,3
3.00006.wav,661676,47,8,43681,3
3.00007.wav,661794,43,8,64298,3
3.00008.wav,665060,45,9,82411,3
3.00009.wav,661794,44,8,46868,3
3.00010.wav,661760,44,9,69439,3
3.00011.wav,661794,37,9,55861,3
3.00012.wav,663520,43,9,66454,3
3.00013.wav,661794,42,8,67078,3
3.00014.wav,661344,44,8,47551,3
3.00015.wav,661794,41,8,4688,3
3.00016.wav,667920,44,8,64067,3
3.00017.wav,661794,4,8,30024,3
3.00018.wav,661794,37,9,98413,3
3.00019.wav,661794,45,8,32921,3
3.00020.wav,661794,34,9,63801,3
3.00021.wav,661794,4,9,46076,3
3.00022.wav,661794,44,9,55346,3
3.00023.wav,661794,44,9,49892,3
3.00024.wav,661794,37,8,55754,3
3.00025.wav,661794,36,9,58384,3
3.00026.wav,661794,4,9,79859,3
3.00027.wav,661794,49,9,44106,3
3.00028.wav,661794,48,8,32421,3
3.00029.wav,661794,38,9,106936,3
3.00030.wav,661794,45,8,24809,3
3.00031.wav,661794,42,8,57154,3
3.00032.wav,661794,37,9,120275,3
3.00033.wav,661794,39,8,67512,3
3.00034.wav,661794,36,9,71289,3
3.00035.wav,661794,4,8,53347,3
3.00036.wav,661794,43,8,46818,3
3.00037.wav,661794,45,8,49573,3
3.00038.wav,661794,37,9,81619,3
3.00039.wav,661794,34,9,1231,3
3.00040.wav,661794,42,8,74883,3
3.00041.wav,661794,36,9,46264,3
3.00042.wav,661794,39,8,5374,3
3.00043.wav,661794,42,9,58379,3
3.00044.wav,661794,37,9,42194,3
3.00045.wav,661794,41,8,42523,3
3.00046.wav,661504,38,9,74701,3
3.00047.wav,661504,22,9,136007,3
3.00048.wav,661504,41,9,85912,3
3.00049.wav,661504,42,9,34895,3
3.00050.wav,661504,45,7,28868,3
3.00051.wav,661504,46,7,28083,3
3.00052.wav,661504,42,8,45512,3
3.00053.wav,661504,47,8,39209,3
3.00054.wav,661504,4,9,63352,3
3.00055.wav,661504,46,8,57715,3
3.00056.wav,661504,36,9,76753,3
3.00057.wav,661504,37,8,50166,3
3.00058.wav,661504,42,9,65551,3
3.00059.wav,661504,4,9,52961,3
3.00060.wav,661504,43,8,61595,3
3.00061.wav,661504,32,1,87701,3
3.00062.wav,661504,43,9,87579,3
3.00063.wav,661504,55,7,53945,3
3.00064.wav,661504,39,1,83149,3
3.00065.wav,661504,47,9,46013,3
3.00066.wav,661504,45,8,77825,3
3.00067.wav,661504,36,8,6595,3
3.00068.wav,661504,42,8,47145,3
3.00069.wav,661504,39,8,33347,3
3.00070.wav,661504,46,7,2829,3
3.00071.wav,661504,44,8,60415,3
3.00072.wav,661504,43,8,96281,3
3.00073.wav,661504,45,8,30285,3
3.00074.wav,661504,4,8,50583,3
3.00075.wav,661504,43,8,46951,3
3.00076.wav,661504,35,9,86688,3
3.00077.wav,661504,42,8,59636,3
3.00078.wav,661504,33,9,5734,3
3.00079.wav,661504,45,9,70449,3
3.00080.wav,661504,39,9,4681,3
3.00081.wav,661504,36,9,87301,3
3.00082.wav,661504,42,9,54653,3
3.00083.wav,661504,41,9,60424,3
3.00084.wav,661504,5,9,36497,3
3.00085.wav,661504,57,8,44472,3
3.00086.wav,661504,4,8,84443,3
3.00087.wav,661504,38,9,69392,3
3.00088.wav,661504,4,8,53258,3
3.00089.wav,661504,43,8,61356,3
3.00090.wav,661504,49,8,35281,3
3.00091.wav,661504,42,1,11821,3
3.00092.wav,661504,37,9,69645,3
3.00093.wav,661504,41,8,64845,3
3.00094.wav,661504,42,8,45482,3
3.00095.wav,661504,47,9,80473,3
3.00096.wav,661504,42,8,57175,3
3.00097.wav,661504,41,8,4375,3
3.00098.wav,661504,44,8,41193,3
3.00099.wav,661504,44,8,41193,3
4.00000.wav,661504,46,9,41072,4
4.00001.wav,661504,46,9,67665,4
4.00002.wav,661504,4,9,38758,4
4.00003.wav,661504,47,9,57156,4
4.00004.wav,661504,45,9,8182,4
4.00005.wav,661504,49,8,41352,4
4.00006.wav,661504,46,9,45553,4
4.00007.wav,661504,43,9,42228,4
4.00008.wav,661794,45,9,146714,4
4.00009.wav,661794,56,8,100038,4
4.00010.wav,661794,43,9,77979,4
4.00011.wav,661794,44,9,92248,4
4.00012.wav,661794,36,9,10582,4
4.00013.wav,661794,34,1,56799,4
4.00014.wav,661794,49,7,4368,4
4.00015.wav,661794,42,8,50022,4
4.00016.wav,661794,47,9,13197,4
4.00017.wav,661794,48,8,53562,4
4.00018.wav,661794,46,1,137978,4
4.00019.wav,661794,43,9,79267,4
4.00020.wav,661794,49,8,225774,4
4.00021.wav,661794,43,8,103443,4
4.00022.wav,661794,44,9,61381,4
4.00023.wav,661794,38,8,45616,4
4.00024.wav,661794,43,9,87111,4
4.00025.wav,661794,51,8,102879,4
4.00026.wav,669680,48,9,88211,4
4.00027.wav,664400,43,1,70248,4
4.00028.wav,661676,37,9,48207,4
4.00029.wav,669240,44,9,508,4
4.00030.wav,661760,54,7,16642,4
4.00031.wav,661408,48,8,57017,4
4.00032.wav,660000,48,9,66569,4
4.00033.wav,665280,5,8,3155,4
4.00034.wav,667700,47,8,55587,4
4.00035.wav,668140,53,9,43613,4
4.00036.wav,675808,52,8,119074,4
4.00037.wav,675808,41,1,149558,4
4.00038.wav,675808,4,1,62151,4
4.00039.wav,675808,39,1,99125,4
4.00040.wav,675808,35,9,127919,4
4.00041.wav,675808,43,9,79626,4
4.00042.wav,675808,45,9,111641,4
4.00043.wav,675808,44,9,43638,4
4.00044.wav,675808,35,9,112388,4
4.00045.wav,675808,39,1,99125,4
4.00046.wav,661794,49,8,38971,4
4.00047.wav,661794,45,9,42036,4
4.00048.wav,661794,42,9,23311,4
4.00049.wav,661794,48,9,47212,4
4.00050.wav,661794,43,1,45478,4
4.00051.wav,661794,39,9,43813,4
4.00052.wav,661794,46,9,42779,4
4.00053.wav,661794,51,8,37788,4
4.00054.wav,661794,45,9,33323,4
4.00055.wav,661794,39,1,3339,4
4.00056.wav,661794,49,9,49212,4
4.00057.wav,661794,4,1,53125,4
4.00058.wav,661794,51,8,34567,4
4.00059.wav,661794,5,8,36754,4
4.00060.wav,661794,44,1,42526,4
4.00061.wav,661794,47,8,4941,4
4.00062.wav,661794,47,9,61595,4
4.00063.wav,661794,45,9,56593,4
4.00064.wav,661794,41,1,33391,4
4.00065.wav,661794,42,1,33971,4
4.00066.wav,661794,41,9,42227,4
4.00067.wav,661794,5,9,55692,4
4.00068.wav,661794,42,9,3146,4
4.00069.wav,661794,49,9,36165,4
4.00070.wav,661794,43,9,23314,4
4.00071.wav,661794,4,1,34385,4
4.00072.wav,661794,44,9,58707,4
4.00073.wav,661794,42,9,30925,4
4.00074.wav,661794,47,8,30622,4
4.00075.wav,661794,45,1,45098,4
4.00076.wav,661504,42,1,55172,4
4.00077.wav,661504,46,9,60707,4
4.00078.wav,661504,42,1,55172,4
4.00079.wav,661504,43,9,55326,4
4.00080.wav,661504,4,1,51151,4
4.00081.wav,661794,52,9,41004,4
4.00082.wav,661794,5,8,45735,4
4.00083.wav,661794,45,9,66254,4
4.00084.wav,661794,51,8,42842,4
4.00085.wav,661794,48,9,74277,4
4.00086.wav,661794,48,9,57523,4
4.00087.wav,661794,58,7,32928,4
4.00088.wav,661794,46,9,57782,4
4.00089.wav,661794,5,9,66853,4
4.00090.wav,661794,48,9,57006,4
4.00091.wav,661794,53,7,67478,4
4.00092.wav,661794,48,8,51412,4
4.00093.wav,661794,48,8,123551,4
4.00094.wav,661794,46,9,52291,4
4.00095.wav,661794,56,7,34002,4
4.00096.wav,661794,42,9,40173,4
4.00097.wav,661794,47,8,66538,4
4.00098.wav,661794,53,8,64241,4
4.00099.wav,661504,43,1,60207,4
5.00000.wav,661794,34,9,49906,5
5.00001.wav,661794,33,9,98281,5
5.00002.wav,661794,27,8,73412,5
5.00003.wav,661794,32,8,56329,5
5.00004.wav,661794,17,8,472822,5
5.00005.wav,661794,25,1,212884,5
5.00006.wav,661794,27,9,1329,5
5.00007.wav,661794,2,9,210595,5
5.00008.wav,661794,36,9,64667,5
5.00009.wav,661794,27,9,63047,5
5.00010.wav,661794,33,9,26651,5
5.00011.wav,661794,3,9,6776,5
5.00012.wav,661794,36,8,31596,5
5.00013.wav,661794,31,9,73107,5
5.00014.wav,661794,2,8,178189,5
5.00015.wav,661794,33,9,80474,5
5.00016.wav,661794,25,9,95914,5
5.00017.wav,661794,35,9,61776,5
5.00018.wav,661794,35,9,64127,5
5.00019.wav,661794,25,9,137085,5
5.00020.wav,661794,29,1,85334,5
5.00021.wav,661794,43,9,58563,5
5.00022.wav,661794,2,9,153708,5
5.00023.wav,661794,22,9,119149,5
5.00024.wav,661794,35,9,66599,5
5.00025.wav,661794,27,1,172634,5
5.00026.wav,661794,2,1,506065,5
5.00027.wav,661794,33,1,80618,5
5.00028.wav,661794,28,9,96086,5
5.00029.wav,661794,3,9,75121,5
5.00030.wav,661794,24,9,104814,5
5.00031.wav,661794,31,9,81844,5
5.00032.wav,661794,28,1,95334,5
5.00033.wav,661794,27,1,69375,5
5.00034.wav,661794,31,9,13471,5
5.00035.wav,661794,26,9,53901,5
5.00036.wav,661794,32,9,101487,5
5.00037.wav,661794,28,9,161418,5
5.00038.wav,661794,29,9,50439,5
5.00039.wav,661794,25,9,91274,5
5.00040.wav,661794,24,1,166946,5
5.00041.wav,661794,31,9,148267,5
5.00042.wav,661794,29,9,100953,5
5.00043.wav,661794,25,9,13104,5
5.00044.wav,661794,28,9,163756,5
5.00045.wav,661794,28,9,50177,5
5.00046.wav,661794,25,9,72701,5
5.00047.wav,661794,36,9,66873,5
5.00048.wav,661794,28,9,72503,5
5.00049.wav,661676,21,9,213254,5
5.00050.wav,669240,41,8,41598,5
5.00051.wav,661794,27,1,69799,5
5.00052.wav,665940,37,9,51681,5
5.00053.wav,661794,31,9,133645,5
5.00054.wav,662112,28,8,10098,5
5.00055.wav,661794,26,9,52318,5
5.00056.wav,665280,37,9,6128,5
5.00057.wav,661794,23,9,90995,5
5.00058.wav,661794,32,9,101266,5
5.00059.wav,672100,32,1,9294,5
5.00060.wav,661794,28,9,163243,5
5.00061.wav,666820,37,8,555,5
5.00062.wav,661794,29,9,49576,5
5.00063.wav,669240,38,9,43484,5
5.00064.wav,661980,38,8,32352,5
5.00065.wav,661794,25,9,91236,5
5.00066.wav,667480,26,8,156564,5
5.00067.wav,661794,24,1,172927,5
5.00068.wav,661794,29,9,101165,5
5.00069.wav,661794,25,9,125241,5
5.00070.wav,661794,28,9,162849,5
5.00071.wav,661794,28,9,48721,5
5.00072.wav,661794,25,9,70788,5
5.00073.wav,661794,33,9,60668,5
5.00074.wav,661794,29,9,9033,5
5.00075.wav,661794,29,9,93542,5
5.00076.wav,661794,3,9,46879,5
5.00077.wav,661794,31,9,72501,5
5.00078.wav,661794,27,9,100903,5
5.00079.wav,661794,34,8,93788,5
5.00080.wav,661794,37,8,82285,5
5.00081.wav,661794,44,9,46064,5
5.00082.wav,661794,4,8,25667,5
5.00083.wav,661794,43,8,40078,5
5.00084.wav,661794,39,9,72129,5
5.00085.wav,661794,33,9,100604,5
5.00086.wav,661794,34,8,69556,5
5.00087.wav,661794,34,1,18466,5
5.00088.wav,661794,29,1,136944,5
5.00089.wav,661794,28,1,81922,5
5.00090.wav,661794,27,9,53586,5
5.00091.wav,661794,23,9,213896,5
5.00092.wav,661794,27,9,88086,5
5.00093.wav,661794,27,8,69772,5
5.00094.wav,661794,24,9,142822,5
5.00095.wav,661794,31,9,97159,5
5.00096.wav,661794,3,9,129295,5
5.00097.wav,661794,22,9,103683,5
5.00098.wav,661794,33,9,62588,5
5.00099.wav,661794,3,1,87962,5
6.00000.wav,661504,49,7,37089,6
6.00001.wav,661504,48,7,40535,6
6.00002.wav,661504,43,7,33578,6
6.00003.wav,661504,49,8,41606,6
6.00004.wav,661504,63,5,32459,6
6.00005.wav,661504,42,8,4007,6
6.00006.wav,661504,43,8,54393,6
6.00007.wav,661504,58,6,2492,6
6.00008.wav,661504,47,8,51338,6
6.00009.wav,661504,53,6,18508,6
6.00010.wav,661504,54,6,19018,6
6.00011.wav,661504,51,7,19522,6
6.00012.wav,661504,61,5,19529,6
6.00013.wav,661504,64,4,18278,6
6.00014.wav,661504,55,6,5572,6
6.00015.wav,661504,49,7,19444,6
6.00016.wav,661504,5,7,30704,6
6.00017.wav,661504,58,6,16541,6
6.00018.wav,661504,56,6,23687,6
6.00019.wav,661504,56,6,25034,6
6.00020.wav,661504,5,7,25199,6
6.00021.wav,661504,53,7,42574,6
6.00022.wav,661504,37,8,27976,6
6.00023.wav,661504,53,7,21673,6
6.00024.wav,661504,48,7,53148,6
6.00025.wav,661504,47,8,36302,6
6.00026.wav,661504,48,7,42142,6
6.00027.wav,661504,47,8,266,6
6.00028.wav,661504,48,7,29911,6
6.00029.wav,661504,44,8,36996,6
6.00030.wav,661504,46,7,2503,6
6.00031.wav,661504,45,7,32776,6
6.00032.wav,661504,44,8,33649,6
6.00033.wav,661504,48,8,21491,6
6.00034.wav,661504,41,8,57051,6
6.00035.wav,661504,5,7,28938,6
6.00036.wav,661504,52,7,32334,6
6.00037.wav,661504,4,8,45196,6
6.00038.wav,661504,47,9,39057,6
6.00039.wav,661504,38,8,32038,6
6.00040.wav,661794,51,8,31984,6
6.00041.wav,661794,46,8,30325,6
6.00042.wav,661794,44,8,36503,6
6.00043.wav,661794,44,8,57851,6
6.00044.wav,661794,47,7,36161,6
6.00045.wav,661794,43,8,51859,6
6.00046.wav,661794,48,8,25472,6
6.00047.wav,661794,43,8,47908,6
6.00048.wav,661794,48,7,302,6
6.00049.wav,661794,52,6,26469,6
6.00050.wav,661794,5,7,26618,6
6.00051.wav,661794,52,7,31566,6
6.00052.wav,661794,53,7,28046,6
6.00053.wav,661794,49,8,2692,6
6.00054.wav,661794,51,7,24458,6
6.00055.wav,661794,5,7,33473,6
6.00056.wav,661794,46,9,35349,6
6.00057.wav,661794,49,8,3185,6
6.00058.wav,661794,46,8,36071,6
6.00059.wav,661794,47,7,30092,6
6.00060.wav,661794,54,6,17412,6
6.00061.wav,661794,51,8,31984,6
6.00062.wav,661794,46,8,30325,6
6.00063.wav,661794,44,8,36503,6
6.00064.wav,661794,44,8,57851,6
6.00065.wav,661794,47,7,36161,6
6.00066.wav,661794,43,8,51859,6
6.00067.wav,661504,47,7,28756,6
6.00068.wav,661504,46,8,32005,6
6.00069.wav,661504,45,8,49517,6
6.00070.wav,661504,41,9,51431,6
6.00071.wav,661504,48,8,29711,6
6.00072.wav,661504,45,8,37639,6
6.00073.wav,661504,43,8,3574,6
6.00074.wav,661504,48,8,29083,6
6.00075.wav,661504,45,8,28061,6
6.00076.wav,661504,5,7,40305,6
6.00077.wav,661504,44,8,39511,6
6.00078.wav,661504,53,7,21496,6
6.00079.wav,661504,47,7,35422,6
6.00080.wav,661504,5,8,45919,6
6.00081.wav,661504,52,6,25257,6
6.00082.wav,661504,51,7,31986,6
6.00083.wav,661504,46,7,26124,6
6.00084.wav,661504,48,8,30647,6
6.00085.wav,661504,44,8,64298,6
6.00086.wav,661504,43,8,37523,6
6.00087.wav,661504,52,7,36478,6
6.00088.wav,661504,42,9,46606,6
6.00089.wav,661504,46,9,17646,6
6.00090.wav,661504,43,8,46229,6
6.00091.wav,661504,38,8,37849,6
6.00092.wav,661504,34,9,50192,6
6.00093.wav,661504,44,8,18693,6
6.00094.wav,661504,41,8,57051,6
6.00095.wav,661794,53,7,31724,6
